descrizione,african,asian,caucasian,torso_dorsi_muscle,torso_pectoral_muscle,muscle,age,weight,height,proportions,breast_size,breast_firmness,vertical_position,gender,horizontal_distance,pointiness,breast_volume,nipple_size,nipple_point,face_head_fat,face_angle,face_oval,face_round,face_rectangular,face_square,face_triangular,face_invertedtriangular,face_diamond,face_age,torso_scale_depht,torso_scale_horizontally,torso_scale_vertically,torso_move_horizontally,torso_move_depht,torso_scale_cone_shape,fingers_distance,fingers_diameter,fingers_lenght,scale_hand,hand_position,neck_circum,neck_height,"('torso_scale_depht', 'torso_scale_horizontally', 'torso_scale_vertically', 'torso_move_horizontally', 'torso_move_depht', 'torso_scale_cone_shape')"
"Crea una donna muscolosa di pelle chiara, 29 anni, peso 72kg, altezza 168cm.",0,0,100,70,70,70,29,72,168,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona adulta di genere neutro snella di pelle scura, età 36, peso 66kg, altezza 172cm.",100,0,0,0,0,40,36,66,172,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo muscoloso di pelle chiara, 34 anni, peso 86kg, altezza 183cm.",0,0,100,80,80,80,34,86,183,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera un uomo robusto di pelle chiara, anni 50, peso 105kg, altezza 185cm.",0,0,100,0,0,30,50,105,185,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una donna giovane con pelle media, vita proporzionata, anni 27, peso 62kg, altezza 166cm.",50,50,50,0,0,40,27,62,166,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Genera una persona di genere neutro con pelle scura, corpo atletico, anni 32, peso 78kg, altezza 178cm.",100,0,0,60,60,60,32,78,178,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo adulto con pelle media, corporatura muscolosa, anni 38, peso 90kg, altezza 183cm.",50,50,50,80,80,80,38,90,183,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una donna adulta con pelle chiara, corpo atletico e vita proporzionata, anni 33, peso 67kg, altezza 171cm.",0,0,100,60,60,60,33,67,171,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona giovane con pelle media, corpo snello e busto proporzionato, anni 24, peso 66kg, altezza 169cm.",50,50,50,0,0,40,24,66,169,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Genera un uomo giovane con pelle scura, muscolatura scolpita, anni 29, peso 82kg, altezza 183cm.",100,0,0,90,90,90,29,82,183,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una donna giovane con pelle abbronzata, vita snella, anni 25, peso 58kg, altezza 164cm.",70,0,30,0,0,40,25,58,164,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Genera una persona di genere neutro robusta di pelle chiara, anni 35, peso 90kg, altezza 177cm.",0,0,100,0,0,30,35,90,177,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo adulto con pelle scura, busto muscoloso, anni 42, peso 92kg, altezza 186cm.",100,0,0,80,80,80,42,92,186,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una donna adulta con pelle media, corpo proporzionato, anni 37, peso 70kg, altezza 168cm.",50,50,50,0,0,50,37,70,168,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Genera un uomo asiatico robusto di 47 anni, peso 100kg, altezza 180cm.",0,100,0,0,0,30,47,100,180,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una donna asiatica snella di 26 anni, peso 55kg, altezza 160cm.",0,100,0,0,0,40,26,55,160,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Genera una persona di genere neutro asiatica, corpo atletico, anni 30, peso 72kg, altezza 170cm.",0,100,0,60,60,60,30,72,170,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo asiatico adulto, muscolatura scolpita, anni 35, peso 85kg, altezza 175cm.",0,100,0,90,90,90,35,85,175,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una donna asiatica adulta, vita proporzionata, anni 33, peso 64kg, altezza 168cm.",0,100,0,0,0,50,33,64,168,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona asiatica giovane, corpo snello e busto proporzionato, anni 23, peso 60kg, altezza 165cm.",0,100,0,0,0,40,23,60,165,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Genera un uomo asiatico adulto, busto muscoloso, anni 41, peso 92kg, altezza 185cm.",0,100,0,80,80,80,41,92,185,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una donna asiatica giovane, vita snella, anni 24, peso 56kg, altezza 162cm.",0,100,0,0,0,40,24,56,162,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Genera una persona asiatica robusta di genere neutro, anni 37, peso 88kg, altezza 175cm.",0,100,0,0,0,30,37,88,175,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo asiatico giovane, corpo atletico e muscolatura scolpita, anni 27, peso 78kg, altezza 180cm.",0,100,0,60,60,60,27,78,180,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una donna slanciata con pelle olivastra, età 31, peso 62kg, altezza 170cm.",50,50,40,0,0,40,31,62,170,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea un giovane uomo atletico di pelle scura, anni 27, peso 78kg, altezza 181cm.",100,0,0,60,60,60,27,78,181,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una donna formosa con carnagione media, età 34, peso 88kg, altezza 172cm.",50,50,50,40,50,65,34,88,172,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Genera una persona magra con pelle chiara, di 22 anni, peso 55kg, altezza 162cm.",0,0,100,0,0,40,22,55,162,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo possente con carnagione scura, età 42, peso 102kg, altezza 186cm.",100,0,0,80,80,80,42,102,186,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una giovane donna con corporatura snella, pelle chiara, età 24, peso 60kg, altezza 165cm.",0,0,100,0,0,40,24,60,165,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona neutrale con colore della pelle chiara e muscoli scolpiti, anni 33, peso 76kg, altezza 177cm.",0,0,100,90,90,90,33,76,177,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera un uomo adulto muscoloso con pelle chiara, età 35, peso 85kg, altezza 182cm.",0,0,100,80,80,80,35,85,182,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una donna robusta di pelle olivastra, età 40, peso 90kg, altezza 172cm.",50,50,100,0,0,30,40,90,172,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea un uomo adulto con colore della pelle chiaro, corporatura massiccia, età 45, peso 98kg, altezza 185cm.",0,0,100,80,80,80,45,98,185,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una giovane donna con colore della pelle scura, corporatura minuta, età 23, peso 54kg, altezza 162cm.",100,0,0,0,0,40,23,54,162,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Genera una persona neutrale con carnagione scura, fisico slanciato, età 29, peso 67kg, altezza 170cm.",100,0,0,0,0,40,29,67,170,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo snello con pelle media, età 33, peso 72kg, altezza 175cm.",50,50,50,0,0,40,33,72,175,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Genera una donna atletica con colore della pelle chiaro, anni 31, peso 68kg, altezza 172cm.",0,0,100,60,60,60,31,68,172,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Genera una persona giovane di carnagione chiara, corporatura proporzionata, età 26, peso 65kg, altezza 168cm.",0,0,100,0,0,50,26,65,168,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea una donna muscolosa con pelle media, anni 29, peso 74kg, altezza 170cm.",50,50,50,70,70,70,29,74,170,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea un uomo di mezza età con pelle chiara, corpo massiccio, età 50, peso 104kg, altezza 187cm.",0,0,100,80,80,80,50,104,187,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona neutrale con carnagione chiara, fisico atletico, anni 32, peso 76kg, altezza 175cm.",0,0,100,60,60,60,32,76,175,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Crea un uomo adulto con colore della pelle chiaro, corporatura possente, età 45, peso 98kg, altezza 185cm.",0,0,95,80,80,80,45,98,185,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una giovane donna di carnagione scura, corporatura snella, età 23, peso 54kg, altezza 162cm.",100,0,0,0,0,40,23,54,162,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona di genere neutrale con carnagione scura, fisico slanciato, età 29, peso 67kg, altezza 170cm.",100,0,0,0,0,40,29,67,170,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo snello con colore della pelle bilanciato, età 33, peso 72kg, altezza 175cm.",50,50,50,0,0,40,33,72,175,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Genera una donna atletica con colore della pelle chiaro, anni 31, peso 68kg, altezza 172cm.",0,0,100,60,60,60,31,68,172,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Genera una persona giovane di carnagione chiara, corporatura proporzionata, età 26, peso 65kg, altezza 168cm.",0,0,100,0,0,40,26,65,168,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea una donna muscolosa con carnagione chiara, anni 29, peso 74kg, altezza 170cm.",0,0,100,70,70,70,29,74,170,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Genera un uomo di mezza età con pelle chiara, corpo massiccio, età 50, peso 104kg, altezza 187cm.",0,0,100,80,80,80,50,104,187,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona neutrale con carnagione bilanciata, fisico atletico, anni 32, peso 76kg, altezza 175cm.",50,50,50,60,60,60,32,76,175,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Crea un uomo adulto con carnagione chiara, corporatura robusta, età 48, peso 95kg, altezza 183cm.",0,0,100,0,0,30,48,95,183,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una giovane donna con carnagione media, fisico slanciato, età 25, peso 58kg, altezza 164cm.",50,50,40,0,0,40,25,58,164,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona di genere neutro con carnagione scura, corporatura snella, età 30, peso 65kg, altezza 170cm.",100,0,40,0,0,40,30,65,170,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo giovane con carnagione olivastra, muscolatura scolpita, età 27, peso 82kg, altezza 180cm.",50,50,75,90,90,90,27,82,180,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una donna atletica con carnagione chiara, età 34, peso 70kg, altezza 170cm.",0,0,100,60,60,60,34,70,170,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea un uomo robusto con carnagione scura, età 50, peso 105kg, altezza 185cm.",100,0,0,0,0,30,50,105,185,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona giovane con carnagione chiara, fisico atletico, età 28, peso 64kg, altezza 167cm.",0,0,100,60,60,60,28,64,167,50,50,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Genera una persona magra con pelle chiara, età 21, peso 53kg, altezza 160cm.",0,0,100,0,0,40,21,53,160,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo atletico con pelle chiara, età 29, peso 78kg, altezza 180cm.",0,0,100,60,60,60,29,78,180,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una giovane donna con corpo snodato, pelle chiara, età 25, peso 58kg, altezza 167cm.",0,0,100,0,0,40,25,58,167,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona neutrale con pelle media e muscoli scolpiti, età 34, peso 80kg, altezza 178cm.",50,50,50,90,90,90,34,80,178,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera un uomo muscoloso con pelle chiara, età 38, peso 90kg, altezza 185cm.",0,0,100,80,80,80,38,90,185,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una donna formosa con pelle scura, età 40, peso 92kg, altezza 170cm.",100,0,0,40,50,65,40,92,170,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Genera una persona magra con pelle chiara, età 23, peso 56kg, altezza 163cm.",0,0,100,0,0,40,23,56,163,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo massiccio con pelle scura, età 40, peso 100kg, altezza 190cm.",100,0,0,80,80,80,40,100,190,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una giovane donna con fisico atletico, pelle chiara, età 27, peso 65kg, altezza 168cm.",0,0,100,60,60,60,27,65,168,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona neutrale con colore della pelle scuro e muscoli scolpiti, età 32, peso 79kg, altezza 179cm.",100,0,0,90,90,90,32,79,179,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona con muscolatura scolpita e pelle chiara, età 30, peso 85kg, altezza 180cm.",0,0,100,90,90,90,30,85,180,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona con muscoli scolpiti, pelle scura, età 34, peso 92kg, altezza 185cm.",100,0,0,90,90,90,34,92,185,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea un uomo muscoloso con muscolatura scolpita, pelle media, età 28, peso 82kg, altezza 178cm.",50,50,50,90,90,90,28,82,178,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona con fisico scolpito e muscoli definiti, pelle chiara, età 32, peso 90kg, altezza 180cm.",0,0,100,90,90,90,32,90,180,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona con muscolatura scolpita, pelle scura, età 36, peso 95kg, altezza 188cm.",100,0,0,90,90,90,36,95,188,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona con fisico muscoloso e muscoli scolpiti, pelle chiara, età 31, peso 87kg, altezza 182cm.",0,0,100,90,90,90,31,87,182,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea un uomo con muscolatura scolpita e fisico tonico, pelle media, età 29, peso 80kg, altezza 177cm.",50,50,50,90,90,90,29,80,177,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona con fisico scolpito e muscoli definiti, pelle scura, età 33, peso 90kg, altezza 183cm.",100,0,0,90,90,90,33,90,183,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona con muscolatura scolpita e fisico tonico, pelle chiara, età 30, peso 84kg, altezza 181cm.",0,0,100,90,90,90,30,84,181,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona con muscoli scolpiti e fisico snodato, pelle media, età 32, peso 85kg, altezza 179cm.",50,50,50,90,90,90,32,85,179,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona neutrale con colore della pelle scuro e muscoli scolpiti, età 32, peso 79kg, altezza 179cm.",100,0,0,90,90,90,32,79,179,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona con muscolatura scolpita e pelle chiara, età 30, peso 85kg, altezza 180cm.",0,0,100,90,90,90,30,85,180,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona con muscoli scolpiti, pelle scura, età 34, peso 92kg, altezza 185cm.",100,0,0,90,90,90,34,92,185,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea un uomo muscoloso con muscolatura scolpita, pelle media, età 28, peso 82kg, altezza 178cm.",50,50,50,90,90,90,28,82,178,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona con fisico scolpito e muscoli definiti, pelle chiara, età 32, peso 90kg, altezza 180cm.",0,0,100,90,90,90,32,90,180,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona con muscolatura scolpita, pelle scura, età 36, peso 95kg, altezza 188cm.",100,0,0,90,90,90,36,95,188,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona con fisico muscoloso e muscoli scolpiti, pelle chiara, età 31, peso 87kg, altezza 182cm.",0,0,100,90,90,90,31,87,182,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea un uomo con muscolatura scolpita e fisico tonico, pelle media, età 29, peso 80kg, altezza 177cm.",50,50,50,90,90,90,29,80,177,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona con fisico scolpito e muscoli definiti, pelle scura, età 33, peso 90kg, altezza 183cm.",100,0,0,90,90,90,33,90,183,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona con muscolatura scolpita e fisico tonico, pelle chiara, età 30, peso 84kg, altezza 181cm.",0,0,100,90,90,90,30,84,181,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona con muscoli scolpiti e fisico snodato, pelle media, età 32, peso 85kg, altezza 179cm.",50,50,50,90,90,90,32,85,179,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona con fisico snodato e muscolatura scolpita, pelle asiatica chiara, età 27, peso 74kg, altezza 174cm.",0,100,0,90,90,90,27,74,174,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera un uomo asiatico con muscoli scolpiti, età 35, peso 88kg, altezza 180cm.",0,100,0,90,90,90,35,88,180,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona asiatica con fisico scolpito, pelle chiara, età 29, peso 80kg, altezza 177cm.",0,0,100,90,90,90,29,80,177,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona asiatica con colore della pelle scura con fisico scolpito, età 34, peso 90kg, altezza 182cm.",50,100,0,90,90,90,34,90,182,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona asiatica con colore della pelle scura con fisico scolpito, età 36, peso 92kg, altezza 185cm.",50,100,0,90,90,90,36,92,185,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona asiatica con fisico scolpito, pelle scura, età 33, peso 88kg, altezza 180cm.",50,100,0,90,90,90,33,88,180,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona asiatica con muscolatura scolpita, pelle scura, età 31, peso 85kg, altezza 178cm.",50,100,0,90,90,90,31,85,178,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
